Date,User_ID,Session_Duration,Page_Views,Source,Medium,Campaign,Device_Category,Country,New_User,Conversions,Revenue
6/2/2023,753,193,8,Referral,Organic Search,Spring Promo,Desktop,UK,0,3,243
6/24/2023,754,116,2,Social,Referral,,Desktop,Canada,1,1,103
6/29/2023,755,235,6,Social,Direct,Summer Sale,Mobile,USA,0,3,315
6/22/2023,756,485,6,Organic,Social Media,,Mobile,Canada,1,1,54
6/1/2023,757,61,10,Organic,Referral,Spring Promo,Mobile,India,1,2,248
6/12/2023,758,524,8,Social,Direct,Winter Campaign,Desktop,Australia,1,3,174
6/20/2023,759,165,9,Social,Social Media,Summer Sale,Tablet,Germany,0,1,123
6/2/2023,760,529,2,Social,Organic Search,,Desktop,India,1,0,0
6/17/2023,761,444,7,Direct,Organic Search,Summer Sale,Mobile,India,1,3,372
6/25/2023,762,404,7,Organic,Organic Search,,Tablet,Australia,1,1,52
6/29/2023,763,563,1,Organic,Referral,,Desktop,USA,1,3,219
6/28/2023,764,306,1,Referral,Direct,Spring Promo,Mobile,Australia,1,0,0
6/2/2023,765,366,4,Organic,Organic Search,Spring Promo,Mobile,Australia,0,0,0
6/19/2023,766,104,8,Referral,Referral,,Mobile,France,0,2,136
6/6/2023,767,479,8,Social,Organic Search,Winter Campaign,Tablet,Germany,1,2,242
6/19/2023,768,154,10,Social,Organic Search,Winter Campaign,Desktop,Australia,1,0,0
6/22/2023,769,160,7,Referral,Social Media,Spring Promo,Desktop,Germany,0,0,0
6/26/2023,770,355,5,Referral,Direct,Summer Sale,Desktop,USA,0,3,378
6/29/2023,771,67,5,Referral,Social Media,Spring Promo,Mobile,USA,1,1,146
6/8/2023,772,562,7,Direct,Direct,Winter Campaign,Mobile,Germany,1,3,183
6/24/2023,773,107,10,Social,Direct,Winter Campaign,Desktop,Canada,1,2,268
6/11/2023,774,264,10,Referral,Referral,,Mobile,USA,0,0,0
6/5/2023,775,207,4,Referral,Direct,Spring Promo,Mobile,France,0,0,0
6/9/2023,776,531,8,Organic,Referral,Winter Campaign,Tablet,Germany,1,0,0
6/17/2023,777,211,2,Organic,Social Media,,Tablet,USA,1,2,208
6/7/2023,778,589,7,Organic,Referral,,Mobile,Germany,0,0,0
6/14/2023,779,393,2,Organic,Direct,Spring Promo,Desktop,Canada,1,0,0
6/28/2023,780,473,3,Organic,Referral,Spring Promo,Mobile,France,0,0,0
6/13/2023,781,69,5,Organic,Organic Search,,Desktop,France,0,0,0
6/24/2023,782,239,10,Organic,Direct,Summer Sale,Mobile,Australia,0,3,402
6/27/2023,783,485,7,Social,Social Media,Spring Promo,Mobile,Canada,1,0,0
6/27/2023,784,497,3,Direct,Referral,,Tablet,Australia,0,1,52
6/9/2023,785,383,9,Social,Referral,Winter Campaign,Tablet,Canada,0,2,276
6/20/2023,786,139,2,Social,Direct,Summer Sale,Mobile,USA,0,1,123
6/22/2023,787,90,3,Direct,Organic Search,Winter Campaign,Mobile,Australia,1,3,393
6/4/2023,788,177,7,Direct,Referral,Winter Campaign,Tablet,UK,1,1,70
6/14/2023,789,453,7,Social,Direct,Winter Campaign,Tablet,France,0,2,134
6/30/2023,790,227,6,Organic,Social Media,Spring Promo,Desktop,Germany,0,1,141
6/16/2023,791,527,2,Direct,Direct,,Tablet,Australia,0,0,0
6/17/2023,792,134,5,Social,Social Media,Winter Campaign,Desktop,Germany,1,0,0
6/5/2023,793,474,10,Direct,Direct,Summer Sale,Mobile,UK,1,2,138
6/19/2023,794,567,7,Organic,Organic Search,Summer Sale,Desktop,France,1,1,91
6/14/2023,795,495,7,Social,Referral,Summer Sale,Desktop,Australia,1,1,150
6/3/2023,796,66,9,Referral,Direct,Winter Campaign,Mobile,UK,0,1,102
6/13/2023,797,565,9,Direct,Direct,Spring Promo,Desktop,Canada,0,1,104
6/29/2023,798,370,5,Referral,Social Media,Summer Sale,Mobile,India,1,1,144
6/23/2023,799,547,1,Social,Social Media,Winter Campaign,Mobile,Canada,0,2,264
6/29/2023,800,198,4,Organic,Referral,Winter Campaign,Desktop,USA,0,3,357
6/23/2023,801,362,6,Organic,Direct,Spring Promo,Desktop,Australia,0,2,252
6/4/2023,802,114,7,Referral,Direct,Summer Sale,Desktop,UK,1,0,0
6/16/2023,803,338,6,Social,Direct,Winter Campaign,Mobile,UK,0,3,258
6/11/2023,804,154,1,Social,Direct,Winter Campaign,Mobile,Canada,1,2,286
6/6/2023,805,191,5,Referral,Direct,Winter Campaign,Tablet,France,0,3,321
6/2/2023,806,421,5,Social,Organic Search,,Mobile,Germany,1,1,76
6/19/2023,807,161,2,Organic,Direct,Spring Promo,Tablet,Germany,0,2,162
6/7/2023,808,195,2,Social,Organic Search,Summer Sale,Tablet,India,0,1,132
6/15/2023,809,305,7,Referral,Social Media,,Desktop,USA,0,2,262
6/20/2023,810,550,1,Direct,Referral,Summer Sale,Mobile,Germany,0,0,0
6/9/2023,811,202,3,Direct,Organic Search,Spring Promo,Desktop,India,0,3,414
6/6/2023,812,507,4,Direct,Social Media,Summer Sale,Desktop,India,1,1,78
6/14/2023,813,435,10,Direct,Organic Search,Winter Campaign,Mobile,Germany,0,1,138
6/5/2023,814,338,10,Direct,Social Media,Spring Promo,Desktop,India,1,1,140
6/28/2023,815,463,3,Social,Referral,,Mobile,Canada,0,3,363
6/21/2023,816,182,7,Direct,Organic Search,Winter Campaign,Desktop,India,0,3,297
6/30/2023,817,427,1,Referral,Direct,Summer Sale,Desktop,UK,0,1,89
6/14/2023,818,471,7,Organic,Referral,Summer Sale,Tablet,USA,1,1,57
6/29/2023,819,415,4,Direct,Organic Search,,Desktop,Germany,1,0,0
6/26/2023,820,487,2,Social,Direct,Winter Campaign,Tablet,India,0,2,228
6/27/2023,821,237,8,Direct,Referral,Winter Campaign,Tablet,India,0,1,116
6/25/2023,822,188,2,Direct,Direct,,Desktop,India,0,0,0
6/19/2023,823,163,3,Organic,Referral,Winter Campaign,Tablet,UK,1,2,278
6/27/2023,824,400,9,Direct,Direct,,Desktop,USA,0,3,246
6/11/2023,825,434,2,Organic,Direct,Summer Sale,Desktop,France,1,0,0
6/27/2023,826,229,4,Organic,Organic Search,Summer Sale,Mobile,UK,0,2,186
6/11/2023,827,551,10,Direct,Organic Search,Summer Sale,Tablet,France,0,3,363
6/21/2023,828,244,1,Referral,Referral,Spring Promo,Desktop,France,0,0,0
6/7/2023,829,335,2,Social,Referral,Spring Promo,Mobile,Australia,1,0,0
6/22/2023,830,223,1,Social,Referral,Summer Sale,Desktop,Germany,1,2,194
6/13/2023,831,596,2,Referral,Social Media,,Mobile,Germany,0,2,230
6/12/2023,832,208,1,Organic,Organic Search,,Tablet,India,1,1,130
6/15/2023,833,328,9,Referral,Referral,Summer Sale,Mobile,France,0,3,393
6/10/2023,834,347,4,Organic,Referral,,Desktop,UK,1,3,162
6/24/2023,835,517,2,Direct,Referral,Spring Promo,Desktop,Canada,1,3,189
6/30/2023,836,589,1,Direct,Organic Search,Spring Promo,Mobile,Canada,1,0,0
6/11/2023,837,526,10,Social,Referral,Spring Promo,Mobile,Germany,1,1,52
6/30/2023,838,202,10,Direct,Direct,,Mobile,Australia,0,2,212
6/8/2023,839,334,5,Direct,Direct,Spring Promo,Desktop,UK,1,1,138
6/27/2023,840,372,2,Social,Organic Search,Spring Promo,Mobile,India,1,3,390
6/10/2023,841,185,7,Direct,Organic Search,Spring Promo,Mobile,UK,0,3,324
6/13/2023,842,460,6,Referral,Social Media,,Tablet,Australia,1,1,122
6/14/2023,843,455,2,Organic,Direct,Summer Sale,Tablet,Australia,0,3,324
6/20/2023,844,391,9,Social,Referral,Summer Sale,Tablet,UK,0,1,124
6/11/2023,845,510,2,Organic,Organic Search,Spring Promo,Mobile,Germany,1,2,108
6/30/2023,846,270,10,Referral,Direct,Winter Campaign,Mobile,India,0,0,0
6/8/2023,847,132,10,Referral,Organic Search,Spring Promo,Desktop,USA,1,1,119
6/19/2023,848,228,6,Social,Organic Search,Summer Sale,Tablet,USA,1,2,298
6/4/2023,849,358,4,Social,Organic Search,Summer Sale,Mobile,France,1,0,0
6/8/2023,850,279,6,Social,Referral,Spring Promo,Mobile,France,0,2,282
6/21/2023,851,449,1,Direct,Referral,Spring Promo,Tablet,USA,1,0,0
6/11/2023,852,365,7,Organic,Referral,Winter Campaign,Mobile,France,1,0,0
6/10/2023,853,175,8,Direct,Organic Search,Summer Sale,Tablet,Germany,0,0,0
6/6/2023,854,350,10,Direct,Direct,Spring Promo,Mobile,USA,0,2,236
6/25/2023,855,522,6,Social,Organic Search,Winter Campaign,Mobile,USA,0,1,90
6/7/2023,856,555,7,Direct,Referral,Winter Campaign,Desktop,UK,1,2,228
6/26/2023,857,403,4,Organic,Organic Search,Spring Promo,Mobile,France,0,2,218
6/10/2023,858,463,4,Referral,Referral,Summer Sale,Mobile,India,0,1,97
6/28/2023,859,270,8,Organic,Referral,,Mobile,Germany,1,3,411
6/23/2023,860,542,3,Organic,Referral,Winter Campaign,Desktop,USA,0,3,312
6/2/2023,861,360,4,Social,Organic Search,Summer Sale,Tablet,Germany,1,2,268
6/18/2023,862,385,7,Organic,Organic Search,,Tablet,France,0,3,435
6/17/2023,863,113,2,Organic,Referral,Spring Promo,Mobile,Canada,0,2,106
6/20/2023,864,336,7,Organic,Direct,Summer Sale,Mobile,Germany,0,0,0
6/2/2023,865,462,1,Direct,Organic Search,Summer Sale,Desktop,France,0,0,0
6/12/2023,866,330,7,Social,Direct,,Tablet,USA,0,3,264
6/8/2023,867,180,4,Direct,Referral,Spring Promo,Desktop,Canada,1,3,219
6/6/2023,868,512,8,Social,Social Media,,Tablet,Canada,0,1,116
6/7/2023,869,460,2,Social,Referral,Summer Sale,Mobile,France,0,3,399
6/23/2023,870,70,1,Direct,Direct,Summer Sale,Tablet,France,0,2,138
6/19/2023,871,82,7,Direct,Referral,Summer Sale,Tablet,India,0,3,174
6/25/2023,872,542,1,Referral,Organic Search,,Tablet,Australia,1,3,393
6/27/2023,873,132,10,Referral,Social Media,,Tablet,India,1,0,0
6/23/2023,874,450,2,Organic,Referral,Winter Campaign,Desktop,France,0,1,82
6/8/2023,875,168,4,Social,Organic Search,Summer Sale,Tablet,Germany,0,3,348
6/16/2023,876,193,3,Social,Social Media,Winter Campaign,Desktop,USA,0,0,0
6/19/2023,877,373,10,Direct,Referral,Spring Promo,Desktop,UK,0,0,0
6/30/2023,878,318,3,Organic,Organic Search,Spring Promo,Tablet,Germany,1,0,0
6/10/2023,879,457,8,Referral,Social Media,Spring Promo,Tablet,France,0,1,85
6/26/2023,880,205,2,Social,Referral,Spring Promo,Mobile,USA,1,3,354
6/25/2023,881,474,9,Social,Social Media,Spring Promo,Tablet,Australia,0,2,212
6/24/2023,882,308,1,Social,Social Media,Winter Campaign,Desktop,India,1,3,336
6/22/2023,883,112,6,Referral,Organic Search,,Desktop,Australia,1,0,0
6/20/2023,884,305,4,Direct,Social Media,,Mobile,India,1,2,234
6/10/2023,885,551,3,Direct,Organic Search,Spring Promo,Mobile,France,1,3,171
6/3/2023,886,455,1,Organic,Social Media,Summer Sale,Mobile,France,1,2,108
6/9/2023,887,85,9,Referral,Organic Search,Spring Promo,Tablet,USA,0,1,78
6/5/2023,888,258,5,Organic,Social Media,Spring Promo,Tablet,USA,1,1,93
6/17/2023,889,101,2,Organic,Organic Search,Winter Campaign,Tablet,India,0,0,0
6/18/2023,890,571,1,Social,Social Media,Spring Promo,Mobile,India,1,2,248
6/27/2023,891,502,9,Direct,Referral,,Desktop,Canada,1,2,162
6/22/2023,892,323,1,Referral,Organic Search,,Tablet,France,0,1,128
6/3/2023,893,466,10,Organic,Referral,Spring Promo,Mobile,UK,0,2,252
6/17/2023,894,600,10,Social,Social Media,Summer Sale,Mobile,Canada,1,1,111
6/19/2023,895,473,6,Social,Organic Search,Winter Campaign,Tablet,France,1,3,429
6/30/2023,896,566,7,Direct,Direct,Winter Campaign,Mobile,India,0,0,0
6/20/2023,897,413,6,Referral,Social Media,Spring Promo,Tablet,USA,1,1,124
6/25/2023,898,79,4,Referral,Referral,Summer Sale,Tablet,France,0,2,282
6/1/2023,899,278,10,Referral,Direct,Winter Campaign,Desktop,USA,1,2,182
6/8/2023,900,583,4,Referral,Organic Search,,Mobile,Canada,1,3,240
6/22/2023,901,511,2,Referral,Direct,Winter Campaign,Tablet,USA,1,3,216
6/17/2023,902,455,1,Social,Referral,Summer Sale,Mobile,Germany,0,1,146
6/22/2023,903,285,10,Referral,Direct,Summer Sale,Tablet,USA,1,3,402
6/9/2023,904,282,1,Direct,Social Media,,Mobile,Canada,0,0,0
6/8/2023,905,158,8,Direct,Direct,Winter Campaign,Tablet,India,1,0,0
6/11/2023,906,291,7,Social,Organic Search,Summer Sale,Desktop,India,1,1,62
6/15/2023,907,433,1,Referral,Organic Search,Spring Promo,Desktop,Germany,1,1,77
6/26/2023,908,105,4,Direct,Direct,,Tablet,India,1,0,0
6/8/2023,909,558,7,Social,Social Media,Winter Campaign,Desktop,UK,1,0,0
6/13/2023,910,458,8,Social,Direct,,Mobile,USA,0,0,0
6/26/2023,911,407,7,Referral,Organic Search,Spring Promo,Tablet,UK,1,2,154
6/16/2023,912,268,5,Referral,Organic Search,Winter Campaign,Desktop,India,0,1,85
6/1/2023,913,358,10,Referral,Organic Search,,Desktop,Australia,0,3,150
6/15/2023,914,206,8,Organic,Referral,Summer Sale,Mobile,Germany,1,1,90
6/5/2023,915,360,7,Direct,Organic Search,Summer Sale,Desktop,Australia,1,3,165
6/13/2023,916,87,2,Referral,Social Media,,Desktop,Canada,0,0,0
6/29/2023,917,354,9,Direct,Social Media,,Tablet,Australia,0,1,87
6/10/2023,918,434,8,Direct,Direct,Summer Sale,Desktop,Germany,0,0,0
6/12/2023,919,410,5,Organic,Direct,Summer Sale,Mobile,USA,1,1,55
6/25/2023,920,166,5,Social,Social Media,Spring Promo,Desktop,India,0,2,126
6/9/2023,921,420,1,Direct,Social Media,Spring Promo,Mobile,India,0,3,252
6/30/2023,922,322,4,Social,Organic Search,Spring Promo,Mobile,USA,1,1,148
6/3/2023,923,296,1,Social,Organic Search,,Tablet,India,0,1,56
6/12/2023,924,229,6,Referral,Referral,,Mobile,UK,0,2,254
6/13/2023,925,392,9,Organic,Direct,,Tablet,USA,1,1,92
6/29/2023,926,161,5,Social,Organic Search,,Mobile,UK,0,0,0
6/29/2023,927,512,5,Direct,Referral,Summer Sale,Mobile,Australia,1,1,103
6/6/2023,928,130,7,Referral,Direct,,Mobile,Germany,0,0,0
6/12/2023,929,559,6,Social,Social Media,Spring Promo,Tablet,UK,0,3,435
6/16/2023,930,414,2,Social,Organic Search,Winter Campaign,Tablet,Germany,0,2,280
6/1/2023,931,471,8,Direct,Organic Search,Spring Promo,Desktop,France,0,3,369
6/8/2023,932,159,7,Organic,Organic Search,Winter Campaign,Mobile,UK,1,0,0
6/18/2023,933,398,4,Direct,Referral,,Desktop,India,0,1,91
6/26/2023,934,75,2,Social,Referral,Summer Sale,Desktop,UK,0,3,243
6/2/2023,935,164,8,Organic,Referral,,Mobile,France,0,0,0
6/28/2023,936,271,7,Direct,Organic Search,Spring Promo,Mobile,India,0,2,230
6/7/2023,937,384,10,Social,Direct,,Tablet,UK,1,2,160
6/27/2023,938,304,8,Social,Direct,,Tablet,India,0,1,66
6/24/2023,939,83,9,Organic,Direct,Winter Campaign,Mobile,Australia,0,1,122
6/22/2023,940,549,3,Social,Organic Search,Winter Campaign,Tablet,India,1,1,101
6/11/2023,941,484,6,Direct,Direct,,Tablet,Canada,0,0,0
6/22/2023,942,296,7,Social,Organic Search,Spring Promo,Mobile,France,0,0,0
6/24/2023,943,508,8,Social,Social Media,Spring Promo,Desktop,India,0,0,0
6/11/2023,944,364,10,Direct,Referral,,Mobile,India,0,1,117
6/9/2023,945,210,7,Organic,Organic Search,Summer Sale,Desktop,USA,0,3,330
6/7/2023,946,211,4,Direct,Referral,Spring Promo,Mobile,France,0,3,399
6/8/2023,947,365,4,Referral,Organic Search,Summer Sale,Tablet,France,1,1,77
6/7/2023,948,551,5,Social,Direct,,Desktop,Australia,0,0,0
6/20/2023,949,348,1,Referral,Referral,Winter Campaign,Mobile,UK,1,0,0
6/22/2023,950,572,3,Direct,Direct,,Mobile,France,0,1,133
6/10/2023,951,408,10,Direct,Referral,Winter Campaign,Mobile,Canada,0,3,384
6/10/2023,952,553,8,Direct,Referral,,Desktop,India,0,1,78
6/11/2023,953,371,10,Referral,Social Media,Spring Promo,Desktop,Germany,0,2,166
6/30/2023,954,271,6,Referral,Social Media,Winter Campaign,Tablet,Australia,0,1,88
6/9/2023,955,416,1,Social,Direct,Winter Campaign,Tablet,France,1,3,363
6/15/2023,956,284,6,Referral,Social Media,Winter Campaign,Desktop,India,1,2,120
6/8/2023,957,379,10,Direct,Direct,Summer Sale,Desktop,France,1,1,144
6/23/2023,958,119,1,Referral,Direct,Spring Promo,Desktop,Australia,0,1,91
6/9/2023,959,413,8,Organic,Direct,Spring Promo,Tablet,USA,0,0,0
6/18/2023,960,573,9,Referral,Organic Search,,Mobile,UK,1,3,243
6/21/2023,961,224,10,Referral,Social Media,Winter Campaign,Mobile,USA,0,2,218
6/12/2023,962,189,10,Social,Organic Search,Spring Promo,Mobile,India,0,0,0
6/9/2023,963,225,1,Referral,Referral,Winter Campaign,Mobile,Australia,1,2,280
6/2/2023,964,101,2,Organic,Direct,Summer Sale,Desktop,India,0,1,80
6/23/2023,965,288,4,Direct,Organic Search,,Desktop,Australia,1,1,144
6/24/2023,966,460,8,Referral,Direct,Spring Promo,Tablet,France,1,0,0
6/25/2023,967,73,9,Referral,Referral,Winter Campaign,Tablet,India,1,3,192
6/17/2023,968,487,4,Referral,Referral,Summer Sale,Tablet,Canada,1,1,68
6/8/2023,969,286,6,Referral,Referral,Spring Promo,Tablet,Canada,0,0,0
6/1/2023,970,585,8,Referral,Direct,Summer Sale,Mobile,UK,1,0,0
6/20/2023,971,444,8,Referral,Direct,Winter Campaign,Desktop,UK,1,1,105
6/29/2023,972,509,2,Organic,Social Media,Winter Campaign,Tablet,USA,0,3,198
6/28/2023,973,188,6,Organic,Direct,,Tablet,Canada,1,2,290
6/22/2023,974,206,4,Referral,Organic Search,Spring Promo,Mobile,Canada,1,3,300
6/29/2023,975,206,8,Referral,Organic Search,Spring Promo,Tablet,UK,1,0,0
6/29/2023,976,67,7,Referral,Organic Search,Summer Sale,Tablet,Canada,0,2,220
6/7/2023,977,556,8,Referral,Direct,Summer Sale,Desktop,Germany,0,3,183
6/20/2023,978,66,4,Referral,Direct,Summer Sale,Desktop,Germany,1,3,360
6/9/2023,979,300,8,Direct,Referral,Winter Campaign,Mobile,India,0,0,0
6/8/2023,980,200,5,Social,Organic Search,Spring Promo,Tablet,Canada,0,3,402
6/12/2023,981,441,6,Social,Direct,Spring Promo,Tablet,India,1,1,92
6/11/2023,982,589,7,Direct,Direct,Summer Sale,Desktop,France,0,1,80
6/18/2023,983,428,10,Direct,Social Media,,Mobile,India,0,1,100
6/26/2023,984,578,6,Referral,Social Media,,Mobile,India,0,2,256
6/8/2023,985,83,1,Referral,Referral,Summer Sale,Tablet,UK,1,3,387
6/16/2023,986,363,6,Direct,Social Media,Summer Sale,Desktop,USA,1,2,282
6/27/2023,987,249,2,Social,Social Media,Spring Promo,Tablet,France,0,3,279
6/7/2023,988,562,9,Social,Direct,Summer Sale,Tablet,India,0,0,0
6/19/2023,989,340,5,Social,Direct,,Mobile,UK,1,0,0
6/10/2023,990,355,3,Direct,Referral,,Tablet,UK,1,0,0
6/13/2023,991,301,9,Referral,Social Media,Spring Promo,Mobile,Canada,0,0,0
6/30/2023,992,129,1,Social,Direct,Summer Sale,Desktop,India,0,1,139
6/17/2023,993,155,2,Direct,Organic Search,Summer Sale,Tablet,Germany,1,3,387
6/2/2023,994,224,3,Organic,Referral,Summer Sale,Tablet,UK,1,2,104
6/15/2023,995,434,5,Social,Referral,Spring Promo,Desktop,India,1,2,192
6/1/2023,996,283,7,Social,Organic Search,Summer Sale,Tablet,UK,1,0,0
6/28/2023,997,231,7,Referral,Organic Search,Spring Promo,Desktop,UK,0,2,188
6/18/2023,998,404,8,Social,Social Media,Winter Campaign,Tablet,USA,0,3,267
6/10/2023,999,563,2,Social,Organic Search,,Mobile,Australia,0,3,339
6/25/2023,1000,557,8,Social,Direct,Spring Promo,Mobile,USA,0,2,158
6/8/2023,1001,125,3,Direct,Referral,Summer Sale,Tablet,Australia,1,0,0
6/27/2023,1002,464,10,Referral,Referral,,Mobile,UK,1,3,315
6/3/2023,1003,409,2,Direct,Social Media,Spring Promo,Tablet,Germany,1,0,0
6/24/2023,1004,393,1,Referral,Organic Search,,Tablet,Australia,1,1,147
6/18/2023,1005,591,3,Social,Referral,Winter Campaign,Desktop,India,1,1,145
6/8/2023,1006,574,10,Organic,Social Media,Winter Campaign,Mobile,France,0,1,110
6/3/2023,1007,236,8,Social,Social Media,Summer Sale,Tablet,Canada,0,0,0
6/12/2023,1008,151,6,Referral,Organic Search,Spring Promo,Mobile,USA,1,3,426
6/13/2023,1009,523,6,Organic,Social Media,Winter Campaign,Desktop,UK,1,1,139
6/27/2023,1010,87,8,Referral,Organic Search,,Desktop,UK,0,3,441
6/13/2023,1011,213,7,Referral,Organic Search,,Tablet,USA,0,2,104
6/27/2023,1012,400,2,Organic,Direct,Summer Sale,Tablet,France,0,3,189
6/10/2023,1013,387,3,Referral,Direct,Spring Promo,Desktop,France,0,2,156
6/6/2023,1014,408,9,Organic,Direct,,Desktop,USA,1,2,224
6/15/2023,1015,470,5,Direct,Direct,Summer Sale,Mobile,France,0,1,73
6/16/2023,1016,196,9,Direct,Direct,Summer Sale,Desktop,Australia,0,1,116
6/9/2023,1017,383,1,Organic,Organic Search,Summer Sale,Tablet,USA,0,0,0
6/27/2023,1018,578,2,Social,Direct,Winter Campaign,Mobile,UK,1,2,134
6/10/2023,1019,464,5,Direct,Social Media,Summer Sale,Tablet,India,1,0,0
6/7/2023,1020,186,7,Referral,Referral,,Desktop,France,0,0,0
6/19/2023,1021,532,4,Organic,Direct,Summer Sale,Tablet,France,0,2,110
6/26/2023,1022,394,8,Organic,Organic Search,,Desktop,France,1,3,177
6/6/2023,1023,96,6,Organic,Organic Search,Winter Campaign,Tablet,Australia,1,3,363
6/3/2023,1024,523,10,Organic,Direct,,Desktop,Germany,0,1,100
6/5/2023,1025,321,2,Direct,Organic Search,Winter Campaign,Tablet,Germany,0,0,0
6/2/2023,1026,320,6,Organic,Referral,,Tablet,Canada,0,3,408
6/29/2023,1027,380,6,Social,Social Media,Spring Promo,Tablet,UK,1,0,0
6/28/2023,1028,346,1,Social,Referral,Winter Campaign,Tablet,India,0,1,99
6/12/2023,1029,339,5,Referral,Social Media,Winter Campaign,Tablet,UK,1,3,216
6/18/2023,1030,429,1,Social,Direct,Summer Sale,Tablet,Germany,0,2,256
6/12/2023,1031,143,4,Referral,Social Media,,Desktop,India,1,3,324
6/30/2023,1032,223,4,Referral,Organic Search,Summer Sale,Tablet,UK,0,2,268
6/23/2023,1033,175,3,Direct,Social Media,Summer Sale,Tablet,India,1,1,112
6/15/2023,1034,107,10,Referral,Social Media,Summer Sale,Mobile,USA,0,3,156
6/10/2023,1035,155,9,Direct,Referral,Summer Sale,Mobile,Canada,0,1,68
6/25/2023,1036,511,2,Social,Direct,Spring Promo,Tablet,Germany,0,1,118
6/29/2023,1037,206,4,Direct,Direct,Spring Promo,Mobile,Canada,1,2,296
6/26/2023,1038,169,10,Direct,Direct,Spring Promo,Desktop,UK,0,3,153
6/1/2023,1039,99,2,Direct,Social Media,,Tablet,UK,0,2,298
6/10/2023,1040,546,2,Direct,Organic Search,,Mobile,UK,1,1,144
6/26/2023,1041,457,2,Organic,Direct,Summer Sale,Tablet,Germany,0,0,0
6/3/2023,1042,488,10,Social,Social Media,Spring Promo,Mobile,USA,1,0,0
6/3/2023,1043,241,10,Referral,Referral,Summer Sale,Tablet,Australia,0,2,268
6/16/2023,1044,368,7,Direct,Direct,,Mobile,France,1,0,0
6/30/2023,1045,519,1,Direct,Social Media,Spring Promo,Desktop,Australia,0,0,0
6/23/2023,1046,510,8,Referral,Direct,Winter Campaign,Mobile,France,0,2,116
6/14/2023,1047,561,1,Organic,Social Media,Winter Campaign,Tablet,Australia,0,2,216
6/2/2023,1048,547,1,Direct,Direct,Winter Campaign,Mobile,UK,1,0,0
6/11/2023,1049,424,8,Organic,Organic Search,Summer Sale,Tablet,Canada,1,3,417
6/3/2023,1050,464,7,Social,Social Media,Spring Promo,Tablet,Germany,1,2,206
6/7/2023,1051,73,6,Social,Direct,,Desktop,Germany,1,2,108
6/12/2023,1052,154,1,Direct,Direct,Winter Campaign,Desktop,USA,0,3,324
6/18/2023,1053,366,3,Social,Referral,Winter Campaign,Desktop,India,0,2,168
6/15/2023,1054,70,4,Referral,Social Media,Spring Promo,Mobile,USA,0,3,447
6/24/2023,1055,560,9,Social,Direct,,Mobile,India,1,1,82
6/5/2023,1056,169,10,Direct,Organic Search,Summer Sale,Mobile,India,1,2,132
6/5/2023,1057,170,3,Direct,Social Media,,Mobile,USA,0,2,160
6/2/2023,1058,88,10,Organic,Referral,Spring Promo,Desktop,India,1,2,276
6/22/2023,1059,130,4,Referral,Referral,Winter Campaign,Tablet,Germany,1,2,154
6/5/2023,1060,343,4,Direct,Direct,,Mobile,Canada,0,2,140
6/30/2023,1061,147,4,Direct,Social Media,Spring Promo,Tablet,France,1,2,270
6/5/2023,1062,397,3,Social,Social Media,Spring Promo,Desktop,France,0,1,88
6/26/2023,1063,290,6,Referral,Social Media,Winter Campaign,Mobile,Australia,0,3,216
6/7/2023,1064,188,6,Organic,Social Media,Winter Campaign,Desktop,Germany,1,2,130
6/4/2023,1065,312,6,Social,Social Media,Spring Promo,Desktop,France,0,1,132
6/11/2023,1066,326,10,Organic,Social Media,Winter Campaign,Mobile,France,0,3,159
6/25/2023,1067,74,9,Direct,Direct,,Mobile,Canada,1,2,104
6/5/2023,1068,359,9,Direct,Organic Search,Winter Campaign,Mobile,USA,0,3,165
6/4/2023,1069,535,10,Social,Social Media,,Desktop,USA,0,3,444
6/25/2023,1070,182,8,Referral,Direct,Spring Promo,Mobile,Germany,1,1,143
6/7/2023,1071,465,6,Direct,Direct,Spring Promo,Mobile,Australia,1,1,131
6/26/2023,1072,552,6,Direct,Direct,Summer Sale,Desktop,USA,1,2,222
6/14/2023,1073,315,7,Social,Referral,,Mobile,USA,1,1,96
6/14/2023,1074,93,4,Social,Organic Search,,Tablet,Canada,0,0,0
6/12/2023,1075,522,1,Organic,Social Media,Spring Promo,Mobile,France,0,1,111
6/26/2023,1076,423,7,Referral,Direct,Summer Sale,Tablet,USA,0,0,0
6/1/2023,1077,382,8,Social,Direct,,Desktop,India,1,0,0
6/6/2023,1078,235,8,Direct,Referral,Spring Promo,Desktop,UK,1,3,330
6/28/2023,1079,425,4,Referral,Direct,Summer Sale,Desktop,France,0,2,264
6/13/2023,1080,303,10,Social,Organic Search,Spring Promo,Desktop,India,1,2,184
6/21/2023,1081,424,1,Referral,Direct,,Desktop,Canada,0,2,262
6/25/2023,1082,472,3,Social,Organic Search,Winter Campaign,Tablet,India,0,3,252
6/29/2023,1083,349,1,Referral,Social Media,Spring Promo,Mobile,USA,0,3,282
6/28/2023,1084,232,8,Direct,Organic Search,Summer Sale,Desktop,UK,1,2,220
6/30/2023,1085,249,6,Organic,Direct,Summer Sale,Mobile,Australia,1,2,178
6/20/2023,1086,491,3,Direct,Organic Search,Winter Campaign,Tablet,France,0,0,0
6/1/2023,1087,244,7,Organic,Direct,Winter Campaign,Desktop,Australia,1,0,0
6/20/2023,1088,344,2,Organic,Social Media,Summer Sale,Mobile,Canada,0,1,64
